INDEX Date,INDEX Price,ABB Date,ABB Price,Alfa laval AB Date,Alfa laval AB Price,Assa Abloy B Date,Assa Abloy B Price,AstraZeneca Date,AstraZeneca Price,Atlas Copco A Date,Atlas Copco A Price,Atlas Copco B Date,Atlas Copco B Price,Boliden Date,Boliden Price,Carlsberg B Date,Carlsberg B Price,Coloplast Date,Coloplast Price,Danske Bank Date,Danske Bank Price,DSV Date,DSV Price,EQT AB Date,EQT AB Price,Essity B Date,Essity B Price,Evolution AB Date,Evolution AB Price,Genmab Date,Genmab Price,H&M B Date,H&M B Price,Hexagon B Date,Hexagon B Price,Investor B Date,Investor B Price,KONE Oyj Date,KONE Oyj Price,LM Ericsson B Date,LM Ericsson B Price,Moller Maersk B Date,Moller Maersk B Price,Neste Oyj Date,Neste Oyj Price,NIBE Industrier B Date,NIBE Industrier B Price,Nokia Oyj Date,Nokia Oyj Price,Nordea Bank Date,Nordea Bank Price,Novo Nordisk B Date,Novo Nordisk B Price,Novozymes B Date,Novozymes B Price,Oersted AS Date,Oersted AS Price,Pandora Date,Pandora Price,SAAB B Date,SAAB B Price,Sampo Oyj A Date,Sampo Oyj A Price,Sandvik AB Date,Sandvik AB Price,SCA B Date,SCA B Price,SEB A Date,SEB A Price,Svenska Handelsbanken A Date,Svenska Handelsbanken A Price,Swedbank A Date,Swedbank A Price,UPM-Kymmene Date,UPM-Kymmene Price,Vestas Wind Date,Vestas Wind Price,Volvo B Date,Volvo B Price,Zealand Pharma Date,Zealand Pharma Price
12/22/2015,"1,511.77",12/8/2015,150.6,12/8/2015,152.8,12/8/2015,179.5,12/8/2015,568.5,12/8/2015,39.6,12/8/2015,36.9,12/8/2015,127.98,11/20/2015,614,11/20/2015,547,11/20/2015,185.9,11/20/2015,275.8,,,,,12/8/2015,307,11/20/2015,840.5,12/8/2015,310.7,12/8/2015,307.7,12/8/2015,80,12/7/2015,39.65,12/8/2015,79.9,11/20/2015,"8,389",12/7/2015,8.92,12/8/2015,17.2,12/7/2015,6.686,12/7/2015,10.21,11/20/2015,191.6,11/20/2015,334.1,,,11/20/2015,828.5,12/8/2015,263.8,12/7/2015,40.26,12/8/2015,76.38,12/8/2015,43.6,12/8/2015,88,12/8/2015,108.45,12/8/2015,184.5,12/7/2015,17.46,11/20/2015,86.7,12/8/2015,77.95,11/20/2015,145
12/21/2015,"1,515.86",12/7/2015,152.8,12/7/2015,154.5,12/7/2015,185.1,12/7/2015,578,12/7/2015,41.2,12/7/2015,38.5,12/7/2015,132.82,11/19/2015,608.5,11/19/2015,550.5,11/19/2015,189.6,11/19/2015,277.1,,,,,12/7/2015,314.5,11/19/2015,840,12/7/2015,319.6,12/7/2015,314.7,12/7/2015,81.9,12/4/2015,39.23,12/7/2015,82.6,11/19/2015,"8,515",12/4/2015,8.75,12/7/2015,17.7,12/4/2015,6.666,12/4/2015,10.17,11/19/2015,189.6,11/19/2015,333.7,,,11/19/2015,835.5,12/7/2015,269,12/4/2015,39.92,12/7/2015,79.14,12/7/2015,44.7,12/7/2015,90.65,12/7/2015,112.37,12/7/2015,189.9,12/4/2015,17.29,11/19/2015,86.3,12/7/2015,80.38,11/19/2015,147.5
12/18/2015,"1,517.33",12/4/2015,152.5,12/4/2015,152.8,12/4/2015,182.4,12/4/2015,570,12/4/2015,41,12/4/2015,38.1,12/4/2015,133.17,11/18/2015,597,11/18/2015,549.5,11/18/2015,187.5,11/18/2015,282,,,,,12/4/2015,311,11/18/2015,827,12/4/2015,316.3,12/4/2015,311,12/4/2015,81.5,12/3/2015,39.49,12/4/2015,81.6,11/18/2015,"8,431",12/3/2015,8.83,12/4/2015,17.5,12/3/2015,6.72,12/3/2015,10.28,11/18/2015,189.2,11/18/2015,330.2,,,11/18/2015,827.5,12/4/2015,264.5,12/3/2015,39.79,12/4/2015,78.23,12/4/2015,43.8,12/4/2015,90.15,12/4/2015,110.46,12/4/2015,188.4,12/3/2015,17.32,11/18/2015,86.8,12/4/2015,79.48,11/18/2015,147.5
12/17/2015,"1,535.03",12/3/2015,153.7,12/3/2015,155.5,12/3/2015,183.3,12/3/2015,576.5,12/3/2015,41,12/3/2015,38.3,12/3/2015,133.87,11/17/2015,601.5,11/17/2015,553.5,11/17/2015,186.3,11/17/2015,283.5,,,,,12/3/2015,307,11/17/2015,827.5,12/3/2015,319,12/3/2015,320.3,12/3/2015,82.9,12/2/2015,40.67,12/3/2015,82.85,11/17/2015,"8,448",12/2/2015,9.1,12/3/2015,17.5,12/2/2015,6.926,12/2/2015,10.56,11/17/2015,189.8,11/17/2015,328,,,11/17/2015,838,12/3/2015,265.8,12/2/2015,40.4,12/3/2015,80.76,12/3/2015,44.5,12/3/2015,90.85,12/3/2015,110.46,12/3/2015,190.9,12/2/2015,17.89,11/17/2015,86.9,12/3/2015,81.29,11/17/2015,146.5
12/16/2015,"1,516.95",12/2/2015,156,12/2/2015,158.7,12/2/2015,186.4,12/2/2015,597,12/2/2015,41.9,12/2/2015,39.4,12/2/2015,139.95,11/16/2015,589.5,11/16/2015,547.5,11/16/2015,184,11/16/2015,281,,,,,12/2/2015,308,11/16/2015,744,12/2/2015,324.5,12/2/2015,324.4,12/2/2015,84.2,12/1/2015,40.31,12/2/2015,83.55,11/16/2015,"8,347",12/1/2015,9.07,12/2/2015,17.7,12/1/2015,6.828,12/1/2015,10.45,11/16/2015,184.1,11/16/2015,322.8,,,11/16/2015,842,12/2/2015,268.5,12/1/2015,40.24,12/2/2015,83.71,12/2/2015,45.6,12/2/2015,92.1,12/2/2015,111.99,12/2/2015,194.1,12/1/2015,17.96,11/16/2015,85.4,12/2/2015,84.64,11/16/2015,148.5
12/15/2015,"1,513.29",12/1/2015,156,12/1/2015,158,12/1/2015,185.5,12/1/2015,592.5,12/1/2015,41.7,12/1/2015,38.8,12/1/2015,138.01,11/13/2015,589,11/13/2015,544.5,11/13/2015,184.5,11/13/2015,278.3,,,,,12/1/2015,299.5,11/13/2015,734.5,12/1/2015,325.7,12/1/2015,319.8,12/1/2015,83.4,11/30/2015,40.39,12/1/2015,82.95,11/13/2015,"8,280",11/30/2015,9.09,12/1/2015,17.5,11/30/2015,6.7,11/30/2015,10.53,11/13/2015,185.3,11/13/2015,323.1,,,11/13/2015,833,12/1/2015,268.7,11/30/2015,40.24,12/1/2015,83.09,12/1/2015,45.6,12/1/2015,93.05,12/1/2015,112.28,12/1/2015,192.9,11/30/2015,18.07,11/13/2015,83.4,12/1/2015,85.31,11/13/2015,144
12/14/2015,"1,469.63",11/30/2015,159.6,11/30/2015,161.3,11/30/2015,185.5,11/30/2015,592,11/30/2015,42.2,11/30/2015,38.9,11/30/2015,141.09,11/12/2015,603.5,11/12/2015,542,11/12/2015,188,11/12/2015,282.1,,,,,11/30/2015,291,11/12/2015,728,11/30/2015,323.5,11/30/2015,316.5,11/30/2015,83.1,11/27/2015,40.23,11/30/2015,84.95,11/12/2015,"8,347",11/27/2015,8.74,11/30/2015,17.5,11/27/2015,6.681,11/27/2015,10.42,11/12/2015,187.8,11/12/2015,326.3,,,11/12/2015,849.5,11/30/2015,270.3,11/27/2015,40.14,11/30/2015,85.99,11/30/2015,45.1,11/30/2015,92.75,11/30/2015,112.47,11/30/2015,193.2,11/27/2015,17.92,11/12/2015,84.2,11/30/2015,86.22,11/12/2015,140
12/11/2015,"1,482.62",11/27/2015,157.9,11/27/2015,159.8,11/27/2015,183.5,11/27/2015,595,11/27/2015,41.9,11/27/2015,38.7,11/27/2015,138.01,11/11/2015,589,11/11/2015,548,11/11/2015,188,11/11/2015,283,,,,,11/27/2015,263,11/11/2015,738.5,11/27/2015,319.5,11/27/2015,314.6,11/27/2015,82.6,11/26/2015,40.5,11/27/2015,83.95,11/11/2015,"8,531",11/26/2015,8.74,11/27/2015,17.3,11/26/2015,6.72,11/26/2015,10.37,11/11/2015,188.8,11/11/2015,328.3,,,11/11/2015,840,11/27/2015,264.9,11/26/2015,39.95,11/27/2015,83.61,11/27/2015,45.6,11/27/2015,92.2,11/27/2015,111.22,11/27/2015,192.1,11/26/2015,17.86,11/11/2015,84.3,11/27/2015,84.45,11/11/2015,145.5
12/10/2015,"1,521.29",11/26/2015,158.9,11/26/2015,160.4,11/26/2015,182.1,11/26/2015,597.5,11/26/2015,42.1,11/26/2015,38.7,11/26/2015,138.71,11/10/2015,554.5,11/10/2015,538.5,11/10/2015,187,11/10/2015,280.5,,,,,11/26/2015,260.5,11/10/2015,720,11/26/2015,319,11/26/2015,313,11/26/2015,82.3,11/25/2015,40.26,11/26/2015,84.4,11/10/2015,"8,464",11/25/2015,8.59,11/26/2015,17.3,11/25/2015,6.73,11/25/2015,10.27,11/10/2015,187.2,11/10/2015,321.2,,,11/10/2015,816,11/26/2015,261.5,11/25/2015,39.92,11/26/2015,82.9,11/26/2015,45.6,11/26/2015,92.35,11/26/2015,111.9,11/26/2015,192.6,11/25/2015,17.59,11/10/2015,83.7,11/26/2015,83.87,11/10/2015,148.5
12/9/2015,"1,531.27",11/25/2015,159,11/25/2015,158.2,11/25/2015,181,11/25/2015,594,11/25/2015,41.4,11/25/2015,38,11/25/2015,135.37,11/9/2015,551,11/9/2015,536.5,11/9/2015,187.1,11/9/2015,281.7,,,,,11/25/2015,260,11/9/2015,711.5,11/25/2015,318.1,11/25/2015,312,11/25/2015,81.5,11/24/2015,39.41,11/25/2015,82.8,11/9/2015,"8,691",11/24/2015,8.42,11/25/2015,17.3,11/24/2015,6.686,11/24/2015,10.16,11/9/2015,187.6,11/9/2015,322.1,,,11/9/2015,795,11/25/2015,262,11/24/2015,39.14,11/25/2015,81.04,11/25/2015,45.4,11/25/2015,90.9,11/25/2015,109.69,11/25/2015,190.3,11/24/2015,17.55,11/9/2015,83.9,11/25/2015,83.06,11/9/2015,151
12/8/2015,"1,542.70",11/24/2015,156.3,11/24/2015,153.8,11/24/2015,178.8,11/24/2015,585.5,11/24/2015,41,11/24/2015,37.6,11/24/2015,134.75,11/6/2015,556,11/6/2015,542,11/6/2015,190.5,11/6/2015,287.7,,,,,11/24/2015,260,11/6/2015,705,11/24/2015,312.8,11/24/2015,307.8,11/24/2015,80.2,11/23/2015,40.57,11/24/2015,82.45,11/6/2015,"8,817",11/23/2015,8.48,11/24/2015,17.1,11/23/2015,6.833,11/23/2015,10.39,11/6/2015,190.1,11/6/2015,321.5,,,11/6/2015,788,11/24/2015,259.9,11/23/2015,39.79,11/24/2015,78.99,11/24/2015,44.5,11/24/2015,89.55,11/24/2015,109.69,11/24/2015,188.9,11/23/2015,17.85,11/6/2015,83.6,11/24/2015,82.2,11/6/2015,155.5
12/7/2015,"1,577.92",11/23/2015,156.6,11/23/2015,157.8,11/23/2015,181.7,11/23/2015,594,11/23/2015,42,11/23/2015,38.5,11/23/2015,136.43,11/5/2015,565.5,11/5/2015,535.5,11/5/2015,184.6,11/5/2015,282.5,,,,,11/23/2015,266,11/5/2015,697.5,11/23/2015,318.7,11/23/2015,315.9,11/23/2015,81.4,11/20/2015,40.3,11/23/2015,82.85,11/5/2015,"8,607",11/20/2015,8.36,11/23/2015,17.3,11/20/2015,6.818,11/20/2015,10.33,11/5/2015,189.2,11/5/2015,321.3,,,11/5/2015,796,11/23/2015,262.1,11/20/2015,39.61,11/23/2015,80.95,11/23/2015,45.4,11/23/2015,91.35,11/23/2015,113.14,11/23/2015,192.3,11/20/2015,17.81,11/5/2015,82.8,11/23/2015,84.54,11/5/2015,153.5
12/4/2015,"1,566.12",11/20/2015,158.6,11/20/2015,158.3,11/20/2015,182.5,11/20/2015,595.5,11/20/2015,42,11/20/2015,38.8,11/20/2015,137.66,11/4/2015,567,11/4/2015,537.5,11/4/2015,184.8,11/4/2015,280.8,,,,,11/20/2015,255,11/4/2015,707.5,11/20/2015,323.6,11/20/2015,318.9,11/20/2015,82,11/19/2015,39.99,11/20/2015,82.95,11/4/2015,"8,758",11/19/2015,8.39,11/20/2015,17.3,11/19/2015,6.7,11/19/2015,10.4,11/4/2015,185.8,11/4/2015,318.5,,,11/4/2015,789,11/20/2015,262,11/19/2015,39.48,11/20/2015,81.33,11/20/2015,45.2,11/20/2015,91.15,11/20/2015,114.19,11/20/2015,192.8,11/19/2015,17.9,11/4/2015,78.7,11/20/2015,84.4,11/4/2015,162.5
12/3/2015,"1,577.77",11/19/2015,156.9,11/19/2015,154.9,11/19/2015,180.1,11/19/2015,587.5,11/19/2015,41,11/19/2015,37.8,11/19/2015,134.14,11/3/2015,555,11/3/2015,529,11/3/2015,188.2,11/3/2015,278.8,,,,,11/19/2015,252.5,11/3/2015,672.5,11/19/2015,320.9,11/19/2015,316.3,11/19/2015,81.4,11/18/2015,40.24,11/19/2015,81.9,11/3/2015,"8,489",11/18/2015,8.39,11/19/2015,17.4,11/18/2015,6.705,11/18/2015,10.33,11/3/2015,184.4,11/3/2015,317,,,11/3/2015,788,11/19/2015,261.6,11/18/2015,39.38,11/19/2015,80.66,11/19/2015,44.8,11/19/2015,91.5,11/19/2015,113.91,11/19/2015,194.7,11/18/2015,18,11/3/2015,79.4,11/19/2015,84.35,11/3/2015,163
12/2/2015,"1,615.63",11/18/2015,157.4,11/18/2015,155.3,11/18/2015,178.7,11/18/2015,586,11/18/2015,41.3,11/18/2015,38.2,11/18/2015,135.02,11/2/2015,554,11/2/2015,483.9,11/2/2015,190.4,11/2/2015,273.8,,,,,11/18/2015,245.5,11/2/2015,680,11/18/2015,322.5,11/18/2015,313.3,11/18/2015,81.5,11/17/2015,40.22,11/18/2015,82.85,11/2/2015,"8,368",11/17/2015,8.29,11/18/2015,17.2,11/17/2015,6.7,11/17/2015,10.3,11/2/2015,181.8,11/2/2015,316.5,,,11/2/2015,797,11/18/2015,262.5,11/17/2015,39.36,11/18/2015,80.56,11/18/2015,44.8,11/18/2015,91.3,11/18/2015,112.85,11/18/2015,195.9,11/17/2015,17.93,11/2/2015,80.4,11/18/2015,86.69,11/2/2015,160.5
12/1/2015,"1,605.01",11/17/2015,157.8,11/17/2015,155.8,11/17/2015,179.5,11/17/2015,586,11/17/2015,41.1,11/17/2015,37.9,11/17/2015,132.38,10/30/2015,556,10/30/2015,486.6,10/30/2015,186.5,10/30/2015,275,,,,,11/17/2015,245.5,10/30/2015,669,11/17/2015,322.6,11/17/2015,312.4,11/17/2015,81.8,11/16/2015,39.75,11/17/2015,83.5,10/30/2015,"8,389",11/16/2015,8.17,11/17/2015,17.4,11/16/2015,6.592,11/16/2015,10.07,10/30/2015,180.2,10/30/2015,314.5,,,10/30/2015,782.5,11/17/2015,261.7,11/16/2015,38.45,11/17/2015,79.38,11/17/2015,45.1,11/17/2015,91.7,11/17/2015,113.24,11/17/2015,196.2,11/16/2015,17.63,10/30/2015,79.1,11/17/2015,86.22,10/30/2015,151.5
11/30/2015,"1,604.97",11/16/2015,153.8,11/16/2015,152.3,11/16/2015,175,11/16/2015,561.5,11/16/2015,40.3,11/16/2015,36.9,11/16/2015,130.79,10/29/2015,552,10/29/2015,491.3,10/29/2015,181.4,10/29/2015,280,,,,,11/16/2015,241,10/29/2015,670,11/16/2015,318.2,11/16/2015,303.5,11/16/2015,79.1,11/13/2015,39.33,11/16/2015,82.1,10/29/2015,"8,330",11/13/2015,8.04,11/16/2015,17.5,11/13/2015,6.539,11/13/2015,10.1,10/29/2015,182,10/29/2015,318.4,,,10/29/2015,787,11/16/2015,258.9,11/13/2015,38.3,11/16/2015,77.14,11/16/2015,44.2,11/16/2015,88.95,11/16/2015,110.36,11/16/2015,191,11/13/2015,17.49,10/29/2015,79.3,11/16/2015,85.4,10/29/2015,150
11/27/2015,"1,586.57",11/13/2015,154.3,11/13/2015,150.8,11/13/2015,172.4,11/13/2015,542,11/13/2015,40.1,11/13/2015,36.9,11/13/2015,133.17,10/28/2015,558.5,10/28/2015,488.8,10/28/2015,195.2,10/28/2015,281.7,,,,,11/13/2015,243,10/28/2015,667,11/13/2015,321.3,11/13/2015,303.9,11/13/2015,78.9,11/12/2015,39.61,11/13/2015,79.4,10/28/2015,"8,380",11/12/2015,8.21,11/13/2015,16.5,11/12/2015,6.7,11/12/2015,10.18,10/28/2015,192.2,10/28/2015,311.8,,,10/28/2015,781.5,11/13/2015,256.2,11/12/2015,38.71,11/13/2015,77.04,11/13/2015,43.7,11/13/2015,89,11/13/2015,111.42,11/13/2015,191.9,11/12/2015,17.67,10/28/2015,78.8,11/13/2015,85.88,10/28/2015,164
11/26/2015,"1,582.78",11/12/2015,155.8,11/12/2015,151,11/12/2015,173.4,11/12/2015,538,11/12/2015,40.1,11/12/2015,36.9,11/12/2015,133.08,10/27/2015,539,10/27/2015,483.1,10/27/2015,197.4,10/27/2015,272.7,,,,,11/12/2015,242,10/27/2015,663,11/12/2015,326,11/12/2015,304.8,11/12/2015,79.5,11/11/2015,39.85,11/12/2015,80.45,10/27/2015,"8,250",11/11/2015,8.11,11/12/2015,17,11/11/2015,6.744,11/11/2015,10.26,10/27/2015,188.3,10/27/2015,304.7,,,10/27/2015,787,11/12/2015,256.3,11/11/2015,39.02,11/12/2015,76.47,11/12/2015,44.6,11/12/2015,90.15,11/12/2015,113.72,11/12/2015,193.4,11/11/2015,17.84,10/27/2015,78.6,11/12/2015,86.45,10/27/2015,168.5
11/25/2015,"1,570.62",11/11/2015,158.3,11/11/2015,155.5,11/11/2015,175.2,11/11/2015,554,11/11/2015,41.2,11/11/2015,37.8,11/11/2015,138.71,10/26/2015,543.5,10/26/2015,488.3,10/26/2015,199.9,10/26/2015,273.8,,,,,11/11/2015,236,10/26/2015,668.5,11/11/2015,331.4,11/11/2015,308.1,11/11/2015,80.7,11/10/2015,39.72,11/11/2015,81.9,10/26/2015,"8,439",11/10/2015,8.03,11/11/2015,16.8,11/10/2015,6.627,11/10/2015,10.15,10/26/2015,186.2,10/26/2015,312.5,,,10/26/2015,786,11/11/2015,256.9,11/10/2015,38.17,11/11/2015,78.52,11/11/2015,44.9,11/11/2015,91.15,11/11/2015,114.87,11/11/2015,194.9,11/10/2015,17.57,10/26/2015,78.9,11/11/2015,87.74,10/26/2015,164
11/24/2015,"1,551.05",11/10/2015,157.6,11/10/2015,152.7,11/10/2015,173.9,11/10/2015,546,11/10/2015,40.7,11/10/2015,37.2,11/10/2015,140.83,10/23/2015,538,10/23/2015,482.4,10/23/2015,197.9,10/23/2015,274,,,,,11/10/2015,238,10/23/2015,646,11/10/2015,329.8,11/10/2015,306.9,11/10/2015,79.9,11/9/2015,39.82,11/10/2015,81.55,10/23/2015,"8,326",11/9/2015,8.01,11/10/2015,16.5,11/9/2015,6.769,11/9/2015,10.18,10/23/2015,186.5,10/23/2015,314.9,,,10/23/2015,779,11/10/2015,254.3,11/9/2015,37.99,11/10/2015,77.47,11/10/2015,44.7,11/10/2015,90.8,11/10/2015,113.72,11/10/2015,192,11/9/2015,17.54,10/23/2015,78.1,11/10/2015,87.27,10/23/2015,163
11/23/2015,"1,578.50",11/9/2015,159,11/9/2015,155.6,11/9/2015,172.5,11/9/2015,546.5,11/9/2015,41.1,11/9/2015,37.6,11/9/2015,142.85,10/22/2015,532.5,10/22/2015,476,10/22/2015,197.6,10/22/2015,267.1,,,,,11/9/2015,243,10/22/2015,636.5,11/9/2015,329.6,11/9/2015,306.9,11/9/2015,80.5,11/6/2015,40.2,11/9/2015,86.9,10/22/2015,"8,783",11/6/2015,8.04,11/9/2015,16.7,11/6/2015,6.838,11/6/2015,10.21,10/22/2015,179.4,10/22/2015,307.6,,,10/22/2015,755.5,11/9/2015,251,11/6/2015,39.03,11/9/2015,78.61,11/9/2015,44.7,11/9/2015,91.2,11/9/2015,113.81,11/9/2015,192.5,11/6/2015,17.68,10/22/2015,76.8,11/9/2015,87.89,10/22/2015,161.5
11/20/2015,"1,582.31",11/6/2015,160.6,11/6/2015,157.9,11/6/2015,175.6,11/6/2015,555.5,11/6/2015,41.9,11/6/2015,38.3,11/6/2015,144.88,10/21/2015,523,10/21/2015,472.6,10/21/2015,200.8,10/21/2015,272,,,,,11/6/2015,246.5,10/21/2015,634,11/6/2015,335.1,11/6/2015,310.3,11/6/2015,81,11/5/2015,40.06,11/6/2015,85.3,10/21/2015,"8,733",11/5/2015,7.98,11/6/2015,16.9,11/5/2015,6.798,11/5/2015,10.16,10/21/2015,178.5,10/21/2015,277.6,,,10/21/2015,763.5,11/6/2015,248.6,11/5/2015,39.06,11/6/2015,79.33,11/6/2015,44.9,11/6/2015,91.7,11/6/2015,114.96,11/6/2015,196.1,11/5/2015,17.49,10/21/2015,76.3,11/6/2015,89.56,10/21/2015,162
11/19/2015,"1,569.82",11/5/2015,159.1,11/5/2015,157.3,11/5/2015,174.6,11/5/2015,559.5,11/5/2015,41.9,11/5/2015,38.4,11/5/2015,143.56,10/20/2015,528,10/20/2015,474.2,10/20/2015,201.9,10/20/2015,269.5,,,,,11/5/2015,243.5,10/20/2015,636.5,11/5/2015,338.4,11/5/2015,310,11/5/2015,80.1,11/4/2015,39.74,11/5/2015,85.6,10/20/2015,"8,884",11/4/2015,8.07,11/5/2015,16.7,11/4/2015,6.862,11/4/2015,10.37,10/20/2015,181.8,10/20/2015,276.9,,,10/20/2015,760,11/5/2015,248.7,11/4/2015,38.69,11/5/2015,79.14,11/5/2015,46,11/5/2015,90.65,11/5/2015,112.57,11/5/2015,193.9,11/4/2015,17.63,10/20/2015,75.5,11/5/2015,88.6,10/20/2015,164.5
11/18/2015,"1,569.23",11/4/2015,160,11/4/2015,158.6,11/4/2015,173.7,11/4/2015,548.5,11/4/2015,41.9,11/4/2015,38.5,11/4/2015,147.69,10/19/2015,527,10/19/2015,476.5,10/19/2015,203.8,10/19/2015,274.1,,,,,11/4/2015,241,10/19/2015,634.5,11/4/2015,331.8,11/4/2015,312.5,11/4/2015,80.2,11/3/2015,39.38,11/4/2015,86.25,10/19/2015,"8,951",11/3/2015,7.71,11/4/2015,16.8,11/3/2015,6.744,11/3/2015,10.34,10/19/2015,185,10/19/2015,275.8,,,10/19/2015,759.5,11/4/2015,245.9,11/3/2015,38.59,11/4/2015,79.57,11/4/2015,46.1,11/4/2015,92.25,11/4/2015,113.04,11/4/2015,196.1,11/3/2015,17.64,10/19/2015,75.2,11/4/2015,88.56,10/19/2015,164.5
11/17/2015,"1,568.87",11/3/2015,157.1,11/3/2015,154.5,11/3/2015,172.2,11/3/2015,548,11/3/2015,40.4,11/3/2015,37.1,11/3/2015,147.16,10/16/2015,525,10/16/2015,475,10/16/2015,203,10/16/2015,271.2,,,,,11/3/2015,243.5,10/16/2015,628,11/3/2015,330,11/3/2015,312.5,11/3/2015,80,11/2/2015,39,11/3/2015,84.55,10/16/2015,"8,934",11/2/2015,7.59,11/3/2015,16.4,11/2/2015,6.637,11/2/2015,10.29,10/16/2015,180.4,10/16/2015,276.5,,,10/16/2015,759,11/3/2015,244,11/2/2015,38.52,11/3/2015,76.66,11/3/2015,45.4,11/3/2015,91.2,11/3/2015,111.22,11/3/2015,194.3,11/2/2015,17.36,10/16/2015,74.4,11/3/2015,86.26,10/16/2015,162
11/16/2015,"1,534.69",11/2/2015,156.4,11/2/2015,151.1,11/2/2015,170.7,11/2/2015,546.5,11/2/2015,40.2,11/2/2015,37.1,11/2/2015,144.79,10/15/2015,525,10/15/2015,473.4,10/15/2015,200.6,10/15/2015,269.9,,,,,11/2/2015,246.5,10/15/2015,613,11/2/2015,331.1,11/2/2015,306.4,11/2/2015,80.2,10/30/2015,38.86,11/2/2015,82.75,10/15/2015,"8,976",10/30/2015,7.4,11/2/2015,16.5,10/30/2015,6.637,10/30/2015,10.12,10/15/2015,173.5,10/15/2015,274.2,,,10/15/2015,756.5,11/2/2015,241.1,10/30/2015,38.15,11/2/2015,75.85,11/2/2015,45.2,11/2/2015,91.05,11/2/2015,111.7,11/2/2015,195.3,10/30/2015,17.05,10/15/2015,74.9,11/2/2015,85.59,10/15/2015,158
11/13/2015,"1,529.14",10/30/2015,154.7,10/30/2015,150.3,10/30/2015,170,10/30/2015,548,10/30/2015,40.3,10/30/2015,37.3,10/30/2015,144,10/14/2015,524.5,10/14/2015,450.6,10/14/2015,196.4,10/14/2015,270,,,,,10/30/2015,239.5,10/14/2015,593.5,10/30/2015,332.3,10/30/2015,296.8,10/30/2015,79.3,10/29/2015,38.71,10/30/2015,83.35,10/14/2015,"9,144",10/29/2015,7.32,10/30/2015,16.4,10/29/2015,6.578,10/29/2015,10.06,10/14/2015,173,10/14/2015,270,,,10/14/2015,752,10/30/2015,240.7,10/29/2015,38.57,10/30/2015,76.04,10/30/2015,45.2,10/30/2015,89.9,10/30/2015,111.32,10/30/2015,196.1,10/29/2015,16.88,10/14/2015,73.4,10/30/2015,84.83,10/14/2015,155
11/12/2015,"1,550.26",10/29/2015,154.6,10/29/2015,150.2,10/29/2015,169.3,10/29/2015,547.5,10/29/2015,39.9,10/29/2015,37,10/29/2015,143.56,10/13/2015,526,10/13/2015,461.5,10/13/2015,199.1,10/13/2015,276.1,,,,,10/29/2015,233,10/13/2015,613,10/29/2015,334,10/29/2015,299.8,10/29/2015,79.2,10/28/2015,39.17,10/29/2015,83,10/13/2015,"9,261",10/28/2015,7.23,10/29/2015,16.4,10/28/2015,5.955,10/28/2015,10.22,10/13/2015,178.5,10/13/2015,280.6,,,10/13/2015,799.5,10/29/2015,240,10/28/2015,38.5,10/29/2015,75.24,10/29/2015,45.6,10/29/2015,90.2,10/29/2015,111.13,10/29/2015,195.1,10/28/2015,16.61,10/13/2015,74.5,10/29/2015,83.68,10/13/2015,159
11/11/2015,"1,563.15",10/28/2015,153.2,10/28/2015,149.4,10/28/2015,170.7,10/28/2015,541,10/28/2015,41.1,10/28/2015,38.2,10/28/2015,145.93,10/12/2015,533,10/12/2015,466.3,10/12/2015,198.6,10/12/2015,274.5,,,,,10/28/2015,238,10/12/2015,611.5,10/28/2015,331.2,10/28/2015,294.5,10/28/2015,79.6,10/27/2015,38.16,10/28/2015,81.25,10/12/2015,"9,345",10/27/2015,7.17,10/28/2015,16.3,10/27/2015,5.833,10/27/2015,10.28,10/12/2015,181.7,10/12/2015,277.7,,,10/12/2015,808.5,10/28/2015,242,10/27/2015,38.27,10/28/2015,76.38,10/28/2015,43.7,10/28/2015,91.9,10/28/2015,111.7,10/28/2015,196.2,10/27/2015,16.65,10/12/2015,74.1,10/28/2015,86.22,10/12/2015,160
11/10/2015,"1,547.21",10/27/2015,151.3,10/27/2015,149.7,10/27/2015,165,10/27/2015,531.5,10/27/2015,40.3,10/27/2015,37.6,10/27/2015,144.17,10/9/2015,531,10/9/2015,471,10/9/2015,203.9,10/9/2015,270,,,,,10/27/2015,244.5,10/9/2015,622,10/27/2015,330.3,10/27/2015,297.3,10/27/2015,78.6,10/26/2015,38.21,10/27/2015,80.9,10/9/2015,"9,546",10/26/2015,7.22,10/27/2015,16.3,10/26/2015,5.965,10/26/2015,10.36,10/9/2015,178.6,10/9/2015,288.9,,,10/9/2015,793,10/27/2015,238.1,10/26/2015,38.45,10/27/2015,75.04,10/27/2015,43,10/27/2015,90.1,10/27/2015,112.76,10/27/2015,195,10/26/2015,17.03,10/9/2015,76.2,10/27/2015,84.69,10/9/2015,155
